userId,followers
4262824098,739935195625709569
4262824098,720223386907979776
4262824098,720221180838318080
4262824098,720218565110923264
4262824098,745588094083039232
4262824098,745587705459838976
4262824098,745587352119058432
4262824098,745586813155217408
4262824098,745568011231232000
4262824098,744851926106267648
4262824098,744851132908863488
4262824098,744850312687583233
4262824098,744849976635723777
4262824098,744849378804801537
4262824098,744509663899619328
4262824098,744508225861541888
4262824098,744506052478021633
4262824098,744502334701502464
4262824098,744497765594472450
4262824098,720217298481520641
4262824098,720212786832216065
4262824098,745992253819097088
4262824098,743436281321914368
4262824098,743435652943904768
4262824098,3380432849
4262824098,746998125601009665
4262824098,734052789916049408
4262824098,723225722504912896
4262824098,746985328234270720
4262824098,3682292659
4262824098,2485074697
4262824098,2483563766
4262824098,2184768752
4262824098,2483550582
4262824098,2483568038
4262824098,2483558082
4262824098,743434300872237056
4262824098,3131442165
4262824098,3131442411
4262824098,3138260502
4262824098,3138347965
4262824098,3138270006
4262824098,4068042493
4262824098,720078782116200449
4262824098,734052203506208770
4262824098,2455515054
4262824098,743743499003006976
4262824098,743770243072294912
4262824098,3825352106
4262824098,3161978139
4262824098,4671338478
4262824098,4671319490
4262824098,2423722375
4262824098,737150893485752321
4262824098,718312124288774144
4262824098,718311119413231616
4262824098,728269311802892289
4262824098,738752370167808000
4262824098,744497026310692866
4262824098,2929899744
4262824098,744444707426574336
4262824098,3238730766
4262824098,744332385471238144
4262824098,744166520624865280
4262824098,744452737518055424
4262824098,744450816094801921
4262824098,744448899859939328
4262824098,744095479596613632
4262824098,744089399470612480
4262824098,744051333829894144
4262824098,744042593948942336
4262824098,734401381189181441
4262824098,2848779642
4262824098,2848797074
4262824098,2848789820
4262824098,743526455041134592
4262824098,744123934858108928
4262824098,744125313962016768
4262824098,4923684968
4262824098,2465710236
4262824098,2582311315
4262824098,2582277170
4262824098,2574612745
4262824098,2574603074
4262824098,2572982828
4262824098,3670189993
4262824098,744045341847195648
4262824098,3112104782
4262824098,744451556062302208
4262824098,718306956394504192
4262824098,744445248328335360
4262824098,722302209862426624
4262824098,728686999209549824
4262824098,744464144384954368
4262824098,744463371945205760
4262824098,744469481997492224
4262824098,744226276223782912
4262824098,744105654873260032
4262824098,743769151622156289
4262824098,743768410186649601
4262824098,744107691530817536
4262824098,743767420326707201
4262824098,743750757384478722
4262824098,744458426281975808
4262824098,743747540714029058
4262824098,743746516410499073
4262824098,742006604292182017
4262824098,733064295844614144
4262824098,2874118767
4262824098,83177540
4262824098,724568119243608064
4262824098,731421882012966912
4262824098,734088844442640384
4262824098,723230529110286336
4262824098,3254915779
4262824098,736166806268837888
4262824098,722286000639062017
4262824098,735831692049420290
4262824098,4885140105
4262824098,797526834
4262824098,733236530337046529
4262824098,732456400387874816
4262824098,733527107729416192
4262824098,716503856293654528
4262824098,2837840305
4262824098,715748039441297408
4262824098,2464584212
4262824098,732554186689118208
4262824098,4666135152
4262824098,4665245113
4262824098,4429463712
4262824098,731782710696386560
4262824098,3243838825
4262824098,731767340711350272
4262824098,731766782470447105
4262824098,704327034734927872
4262824098,4363000272
4262824098,4507078452
4262824098,4534206679
4262824098,4534253593
4262824098,730946696264318981
4262824098,731072630632022017
4262824098,730943771383234560
4262824098,731069856607440896
4262824098,731071177054003200
4262824098,730947540871303168
4262824098,730958393423233024
4262824098,731727860847640578
4262824098,731069113573892096
4262824098,731066701794578433
4262824098,4839196274
4262824098,730715055579222016
4262824098,718048333709725696
4262824098,731091266037907456
